NO,식품명,식품대분류,식품상세분류
7919,광동홍어,수산물,어류
7920,괴도라치,수산물,어류
7921,괴도라치,수산물,어류
7922,구갈돔,수산물,어류
7923,국매리복,수산물,어류
7924,군평선이,수산물,어류
7925,군평선이,수산물,어류
7926,궁제기서대,수산물,어류
7927,궁제기서대,수산물,어류
7928,그물베도라치,수산물,어류
7929,기름가자미,수산물,어류
7930,기름가자미-수컷,수산물,어류
7931,기름가자미-수컷,수산물,어류
7932,기름가자미-수컷,수산물,어류
7933,기름가자미-수컷,수산물,어류
7934,기름가자미-수컷,수산물,어류
7935,기름가자미-수컷,수산물,어류
7936,기름가자미-수컷,수산물,어류
7937,기름가자미-수컷,수산물,어류
7938,기름가자미-수컷,수산물,어류
7939,기름가자미-수컷,수산물,어류
7940,기름가자미-수컷,수산물,어류
7941,기름가자미-수컷,수산물,어류
7942,기름가자미-알,수산물,어류
7943,기름가자미-암컷,수산물,어류
7944,기름가자미-암컷,수산물,어류
7945,기름가자미-암컷,수산물,어류
7946,기름가자미-암컷,수산물,어류
7947,기름가자미-암컷,수산물,어류
7948,기름가자미-암컷,수산물,어류
7949,기름가자미-암컷,수산물,어류
7950,기름가자미-암컷,수산물,어류
7951,기름가자미-암컷,수산물,어류
7952,기름가자미-암컷,수산물,어류
7953,기름가자미-암컷,수산물,어류
7954,기름가자미-암컷,수산물,어류
7955,기름종개,수산물,어류
7956,긴꼬리벵에돔,수산물,어류
7957,까나리,수산물,어류
7958,까나리,수산물,어류
7959,까나리,수산물,어류
7960,까치복,수산물,어류
7961,까치복,수산물,어류
7962,까치복,수산물,어류
7963,까치상어,수산물,어류
7964,까칠복,수산물,어류
7965,까칠복,수산물,어류
7966,꺽저기,수산물,어류
7967,꼬치고기,수산물,어류
7968,꼬치고기,수산물,어류
7969,꼬치고기,수산물,어류
7970,꼼치,수산물,어류
7971,꼼치,수산물,어류
7972,꼽새돔,수산물,어류
7973,꽁지양태,수산물,어류
7974,꽁치,수산물,어류
7975,꽁치,수산물,어류
7976,꽁치,수산물,어류
7977,꽁치,수산물,어류
7978,나비가오리,수산물,어류
7979,날치,수산물,어류
7980,남방대구,수산물,어류
7981,납지리,수산물,어류
7982,넙치,수산물,어류
7983,넙치,수산물,어류
7984,넙치,수산물,어류
7985,넙치-무안부,수산물,어류
7986,넙치-무안부,수산물,어류
7987,넙치-무안부,수산물,어류
7988,넙치-생식소,수산물,어류
7989,넙치-양식산,수산물,어류
7990,넙치-유안부,수산물,어류
7991,넙치-유안부,수산물,어류
7992,넙치-유안부,수산물,어류
7993,넙치-지느러미,수산물,어류
7994,네동가리,수산물,어류
7995,노랑가오리,수산물,어류
7996,노랑가오리,수산물,어류
7997,노랑가오리,수산물,어류
7998,노랑가오리-간,수산물,어류
7999,노랑가자미-양식산,수산물,어류
8000,노랑가자미-자연산,수산물,어류
8001,노랑각시서대,수산물,어류
8002,노랑벤자리,수산물,어류
8003,노랑벤자리,수산물,어류
8004,노래미,수산물,어류
8005,노래미,수산물,어류
8006,녹새치,수산물,어류
8007,놀래기,수산물,어류
8008,놀래기,수산물,어류
8009,농어,수산물,어류
8010,농어,수산물,어류
8011,농어,수산물,어류
8012,농어-양식산,수산물,어류
8013,농어-자연산-대,수산물,어류
8014,농어-자연산-소,수산물,어류
8015,누루시볼락,수산물,어류
8016,누치,수산물,어류
8017,누치,수산물,어류
8018,눈가자미,수산물,어류
8019,눈강달이,수산물,어류
8020,눈강달이,수산물,어류
8021,눈강달이,수산물,어류
8022,눈다랑어,수산물,어류
8023,눈다랑어,수산물,어류
8024,눈볼대,수산물,어류
8025,눈볼대,수산물,어류
8026,눈볼대,수산물,어류
8027,눈양태,수산물,어류
8028,눈퉁멸,수산물,어류
8029,눈퉁멸,수산물,어류
8030,능성어,수산물,어류
8031,능성어,수산물,어류
8032,능성어-간,수산물,어류
8033,다금바리,수산물,어류
8034,달강어,수산물,어류
8035,달강어,수산물,어류
8036,달고기,수산물,어류
8037,달고기,수산물,어류
8038,달고기,수산물,어류
8039,달고기,수산물,어류
8040,달고기,수산물,어류
8041,달고기-알,수산물,어류
8042,대구,수산물,어류
8043,대구,수산물,어류
8044,대구,수산물,어류
8045,대구-수컷,수산물,어류
8046,대구-수컷,수산물,어류
8047,대구-수컷,수산물,어류
8048,대구-수컷-간,수산물,어류
8049,대구-수컷-근육,수산물,어류
8050,대구-수컷-내장,수산물,어류
8051,대구-알,수산물,어류
8052,대구-알,수산물,어류
8053,대구-알,수산물,어류
8054,대구-암컷,수산물,어류
8055,대구-암컷,수산물,어류
8056,대구-암컷-근육,수산물,어류
8057,대구-암컷-내장,수산물,어류
8058,대구횟대,수산물,어류
8059,대두어,수산물,어류
8060,덕대,수산물,어류
8061,덕대-알,수산물,어류
8062,도다리,수산물,어류
8063,도다리,수산물,어류
8064,도다리,수산물,어류
8065,도다리,수산물,어류
8066,도도바리,수산물,어류
8067,도루묵,수산물,어류
8068,도루묵,수산물,어류
8069,도화돔,수산물,어류
8070,도화양태,수산물,어류
8071,도화양태,수산물,어류
8072,독가시치,수산물,어류
8073,독가시치,수산물,어류
8074,독돔,수산물,어류
8075,돌가자미,수산물,어류
8076,돌가자미,수산물,어류
8077,돌고기,수산물,어류
8078,돌돔,수산물,어류
8079,돌돔,수산물,어류
8080,돌돔,수산물,어류
8081,돌돔-양식산,수산물,어류
8082,돌돔-자연산,수산물,어류
8083,돔발상어,수산물,어류
8084,돔발상어-알,수산물,어류
8085,동갈돗돔,수산물,어류
8086,동갈치,수산물,어류
8087,동갈치,수산물,어류
8088,동동갈치,수산물,어류
8089,동사리,수산물,어류
8090,동자개,수산물,어류
8091,동자개,수산물,어류
8092,동자개,수산물,어류
8093,동자개-알,수산물,어류
8094,동자개-양식산,수산물,어류
8095,동자개-자연산,수산물,어류
8096,돛양태,수산물,어류
8097,두툽상어,수산물,어류
8098,두툽상어,수산물,어류
8099,두툽상어,수산물,어류
8100,두툽상어-간,수산물,어류
8101,둑중개,수산물,어류
8102,드렁허리,수산물,어류
8103,등가시치,수산물,어류
8104,등가시치,수산물,어류
8105,등가시치,수산물,어류
8106,떡붕어,수산물,어류
8107,떡붕어,수산물,어류
8108,떡붕어,수산물,어류
8109,떡붕어-알,수산물,어류
8110,떡붕어-알,수산물,어류
8111,만새기,수산물,어류
8112,만새기,수산물,어류
8113,말쥐치,수산물,어류
8114,말쥐치,수산물,어류
8115,말쥐치,수산물,어류
8116,말쥐치,수산물,어류
8117,망상어,수산물,어류
8118,망상어,수산물,어류
8119,매리복,수산물,어류
8120,매리복,수산물,어류
8121,매퉁이,수산물,어류
8122,매퉁이,수산물,어류
8123,매퉁이,수산물,어류
8124,먹장어,수산물,어류
8125,먹장어,수산물,어류
8126,먹장어,수산물,어류
8127,먹장어-껍질,수산물,어류
8128,먹장어-전어체,수산물,어류
8129,메기,수산물,어류
8130,메기-자연산,수산물,어류
8131,메기-자연산,수산물,어류
8132,메기-자연산,수산물,어류
8133,멸치,수산물,어류
8134,멸치,수산물,어류
8135,멸치,수산물,어류
8136,멸치-근육,수산물,어류
8137,멸치-알,수산물,어류
8138,멸치-전어체,수산물,어류
8139,명태,수산물,어류
8140,명태,수산물,어류
8141,명태,수산물,어류
8142,명태,수산물,어류
8143,명태,수산물,어류
8144,명태-간,수산물,어류
8145,명태-간,수산물,어류
8146,명태-알,수산물,어류
8147,명태-알,수산물,어류
8148,모래무지,수산물,어류
8149,모조리상어,수산물,어류
8150,목탁가오리,수산물,어류
8151,몽치다래,수산물,어류
8152,무늬홍어,수산물,어류
8153,무지개송어,수산물,어류
8154,무지개송어,수산물,어류
8155,무지개송어,수산물,어류
8156,무지개송어,수산물,어류
8157,무지개송어,수산물,어류
8158,문절망둑,수산물,어류
8159,문절망둑,수산물,어류
8160,문절망둑,수산물,어류
8161,문치가자미,수산물,어류
8162,문치가자미,수산물,어류
8163,물가자미,수산물,어류
8164,물메기,수산물,어류
8165,물메기,수산물,어류
8166,물메기-근육,수산물,어류
8167,물메기-내장,수산물,어류
8168,물메기-내장,수산물,어류
8169,물치다래,수산물,어류
8170,미꾸라지,수산물,어류
8171,미꾸라지,수산물,어류
8172,미꾸리,수산물,어류
8173,미꾸리,수산물,어류
8174,미꾸리,수산물,어류
8175,미꾸리,수산물,어류
8176,미꾸리,수산물,어류
8177,민달고기,수산물,어류
8178,민어,수산물,어류
8179,민어,수산물,어류
8180,민어-양식산,수산물,어류
8181,민어-자연산,수산물,어류
8182,민태,수산물,어류
8183,밀복,수산물,어류
8184,밀복,수산물,어류
8185,밀복,수산물,어류
8186,바다빙어,수산물,어류
8187,박대,수산물,어류
8188,반딧불게르치,수산물,어류
8189,반지,수산물,어류
8190,반지,수산물,어류
8191,반지,수산물,어류
8192,방어,수산물,어류
8193,방어,수산물,어류
8194,방어,수산물,어류
8195,방어,수산물,어류
8196,방어,수산물,어류
8197,방어-혈합육,수산물,어류
8198,배스,수산물,어류
8199,배스,수산물,어류
8200,백미돔,수산물,어류
8201,백연,수산물,어류
8202,밴댕이,수산물,어류
8203,뱀장어,수산물,어류
8204,뱀장어,수산물,어류
8205,뱀장어,수산물,어류
8206,뱀장어-간,수산물,어류
8207,뱀장어-양식산,수산물,어류
8208,뱀장어-자연산,수산물,어류
8209,뱅어,수산물,어류
8210,벌레문치,수산물,어류
8211,범가자미,수산물,어류
8212,범돔,수산물,어류
8213,범돔,수산물,어류
8214,베도라치,수산물,어류
8215,베도라치,수산물,어류
8216,베로치,수산물,어류
8217,벤자리,수산물,어류
8218,벤자리,수산물,어류
8219,벵에돔,수산물,어류
8220,벵에돔,수산물,어류
8221,벵에돔,수산물,어류
8222,벵에돔,수산물,어류
8223,별상어,수산물,어류
8224,별상어,수산물,어류
8225,별상어,수산물,어류
8226,별상어,수산물,어류
8227,별상어,수산물,어류
8228,별상어-간,수산물,어류
8229,별상어-간,수산물,어류
8230,별성대,수산물,어류
8231,별쭉지성대,수산물,어류
8232,별쭉지성대,수산물,어류
8233,병어,수산물,어류
8234,병어,수산물,어류
8235,병어,수산물,어류
8236,병어,수산물,어류
8237,병어-알,수산물,어류
8238,보구치,수산물,어류
8239,보구치,수산물,어류
8240,보구치,수산물,어류
8241,복섬,수산물,어류
8242,볼기우럭,수산물,어류
8243,볼락,수산물,어류
8244,볼락,수산물,어류
8245,볼락-양식산,수산물,어류
8246,볼락-자연산,수산물,어류
8247,부세,수산물,어류
8248,부세,수산물,어류
8249,부세,수산물,어류
8250,부시리,수산물,어류
8251,부시리,수산물,어류
8252,분홍꼼치,수산물,어류
8253,불볼락,수산물,어류
8254,불볼락,수산물,어류
8255,불볼락,수산물,어류
8256,불볼락,수산물,어류
8257,붉바리,수산물,어류
8258,붉바리,수산물,어류
8259,붉바리,수산물,어류
8260,붉은메기,수산물,어류
8261,붉은메기,수산물,어류
8262,붉은메기,수산물,어류
8263,붉은메기,수산물,어류
8264,붕어,수산물,어류
8265,붕어,수산물,어류
8266,붕어,수산물,어류
8267,붕어,수산물,어류
8268,붕어-알,수산물,어류
8269,붕장어,수산물,어류
8270,붕장어,수산물,어류
8271,붕장어,수산물,어류
8272,붕장어,수산물,어류
8273,블루길,수산물,어류
8274,블루길,수산물,어류
8275,블루길,수산물,어류
8276,블루길-알,수산물,어류
8277,빙어,수산물,어류
8278,빨간횟대,수산물,어류
8279,빨간횟대,수산물,어류
8280,빨강부치,수산물,어류
8281,뿔돔,수산물,어류
8282,뿔돔,수산물,어류
8283,사당놀래기,수산물,어류
8284,산천어,수산물,어류
8285,산천어,수산물,어류
8286,산천어,수산물,어류
8287,살살치,수산물,어류
8288,살살치,수산물,어류
8289,삼세기,수산물,어류
8290,삼세기,수산물,어류
8291,삼세기,수산물,어류
8292,삼세기,수산물,어류
8293,삼치,수산물,어류
8294,삼치,수산물,어류
8295,삼치,수산물,어류
8296,삼치,수산물,어류
8297,삼치-보통육,수산물,어류
8298,삼치-혈합육,수산물,어류
8299,새날치,수산물,어류
8300,새다래,수산물,어류
8301,새다래,수산물,어류
8302,샛돔,수산물,어류
8303,샛돔,수산물,어류
